"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YWFNAEVS","journalArticle","2019","Fahmi, Fikri Zul","Business networks, social capital and the economic performance of creative and cultural industries: The case of Indonesia","Asia Pacific Viewpoint","","1467-8373","10.1111/apv.12211","https://onlinelibrary.wiley.com/doi/abs/10.1111/apv.12211","This study examines the ways in which networking characteristics and practices influence the economic performance of creative and cultural industries. The notion of social capital is used to conceptualise the complex nature of networks, including both professional and social relationships that occur on multiple levels. This qualitative study is set in the context of Indonesia, in which two cases are examined: creative apparel entrepreneurs in Bandung and batik producers in Surakarta. The results show that regional environments provide opportunities for creative industries to find specialist suppliers, to gather market information and, importantly, to find and cross-fertilise new ideas. Although regions provide these opportunities, the firms’ internal social capital is crucial in being able to internalise and transform the knowledge from the environment into innovative values embodied in their products.","2019","2023-07-17 16:35:41","2023-07-17 16:35:41","2023-07-17 16:35:41","370-385","","3","60","","","Business networks, social capital and the economic performance of creative and cultural industries","","","","","","","en","© 2019 Victoria University of Wellington and John Wiley & Sons Australia, Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/apv.12211","","/Users/guerrero-fj/Zotero/storage/CBFU7JGE/apv.html","","","networks; creative industries; Indonesia; regional development; social capital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLC7E579","journalArticle","2020","Jensen, Jeffrey L.; Ramey, Adam J.","Early investments in state capacity promote persistently higher levels of social capital","Proceedings of the National Academy of Sciences","","","10.1073/pnas.1919972117","https://www.pnas.org/doi/10.1073/pnas.1919972117","Social capital has been shown to positively influence a multitude of economic, political, and social outcomes. Yet the factors that affect long-run social capital formation remain poorly understood. Recent evidence suggests that early state formation, especially investments in state capacity, are positively associated with higher levels of contemporary social capital and other prosocial attitudes. The channels by which early state capacity leads to greater social capital over time are even less understood. We contribute to both questions using the spatial and temporal expansion of the US postal network during the 19th century. We first show that county-level variation in post office density is highly correlated with a bevy of historical and contemporary indicators of social capital (e.g., associational memberships, civic participation, health, and crime). This finding holds even when controlling for historical measures of development and contemporary measures of income, inequality, poverty, education, and race. Second, we provide evidence of an informational mechanism by which this early investment in infrastructural capacity affected long-run social capital formation. Namely, we demonstrate that the expansion of the postal network in the 19th century strongly predicts the historical and contemporary location of local newspapers, which were the primary mode of impersonal information transmission during this period. Our evidence sheds light on the role of the state in both the origins of social capital and the channels by which it persists. Our findings also suggest that the consequences of the ongoing decline in local newspapers will negatively affect social capital.","2020-05-19","2023-07-17 16:34:55","2023-07-17 16:34:55","2023-07-17 16:34:55","10755-10761","","20","117","","","","","","","","","","","","","","","pnas.org (Atypon)","","Publisher: Proceedings of the National Academy of Sciences","","/Users/guerrero-fj/Zotero/storage/FT39TJ5C/Jensen and Ramey - 2020 - Early investments in state capacity promote persis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5U5D7WC","journalArticle","1998","Fountain, Jane E.","Social capital: Its relationship to innovation in science and technology","Science and Public Policy","","1471-5430","10.1093/spp/25.2.103","https://academic.oup.com/spp/article/25/2/103/1623763/Social-capital-Its-relationship-to-innovation-in","This paper posits that social capital is a crucial enabler of effective public-private partnerships and fosters a collaborative approach to innovation policy. However, its significance for science and technology policy has yet to be fully recognized by many policymakers. The paper illustrates how social capital influences innovation in science and technology by examining the network structure of the biotechnology industry in the United States and the regionally-based industrial system in Silicon Valley, California. The increasing relevance of network development is highlighted through two U.S. national policy programs: the Advanced Technology Program and the Manufacturing Extension Partnership. The paper provides a series of recommendations aimed at boosting innovative capacity through the cultivation of social capital. The core arguments concerning the relationship between social capital and innovation are applicable beyond national boundaries, and many of the policy recommendations are pertinent for Western European, some East Asian, and several other industrialized states.","1998-04","2023-07-17 16:31:10","2023-11-01 01:08:24","2023-07-17 16:31:10","","","","","","","Social capital","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/guerrero-fj/Zotero/storage/RIQ7B5AR/1998 - Social capital Its relationship to innovation in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLJ7LLTZ","journalArticle","1982","Barsalou, Lawrence W.","Context-independent and context-dependent information in concepts","Memory & Cognition","","1532-5946","10.3758/BF03197629","https://doi.org/10.3758/BF03197629","It is proposed that concepts contain two types of properties. Context-independent properties are activated by the word for a concept on all occasions. The activation of these properties is unaffected by contextual relevance. Context-dependent properties are not activated by the respective word independent of context. Rather, these properties are activated only by relevant contexts in which the word appears. Context-independent properties form the core meanings of words, whereas context-dependent properties are a source of semantic encoding variability. This proposal lies between two opposing theories of meaning, one that argues all properties of a concept are active on all occasions and another that argues the active properties are completely determined by context. The existence of context-independent and context-dependent properties is demonstrated in two experimental settings: the property-verification task and judgments of similarity. The relevance of these property types to cross-classification, problem solving, metaphor and sentence comprehension, and the semantic-episodic distinction is discussed.","1982-01-01","2023-07-17 16:30:03","2023-07-17 16:30:03","2023-07-17 16:30:03","82-93","","1","10","","Memory & Cognition","","","","","","","","en","","","","","Springer Link","","","","/Users/guerrero-fj/Zotero/storage/HT68YW8L/Barsalou - 1982 - Context-independent and context-dependent informat.pdf","","","Ambiguous Word; Context Sentence; Relevant Context; Salient Function; Subject Noun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHU622VV","journalArticle","2008","Löwe, Benedikt; Müller, Thomas","MATHEMATICAL KNOWLEDGE IS CONTEXT DEPENDENT","Grazer Philosophische Studien","","0165-9227, 1875-6735","10.1163/9789401206020_005","https://brill.com/view/journals/gps/76/1/article-p91_5.xml","Mathematical knowledge appears to be of a special, privileged form. When someone knows a mathematical fact, we say that she knows 'with mathematical certainty,' and it is commonly assumed that nothing can be more firmly grounded than that. Not surprisingly, in philosophical contexts, mathematics is often used as an epistemological role model. Mathematical knowledge is assumed to be absolute and undeniably firm. The main reason for that special status lies in the fact that mathematicians prove their theorems: Mathematical knowledge is proven knowledge. What has been proven is established beyond all doubt. Thus, mathematical knowledge stands out as a uniform, privileged form of knowledge. Or so it would seem. The main thesis of our paper is that, like other forms of knowledge, mathematical knowledge needs to be understood in a context-dependent way. Whether a given epistemic subject knows that P (for some mathematical proposition P) depends on specific requirements set by context. These requirements will be linked to a context-dependent notion of proof and to the subject's mathematical skills.","2008","2023-07-17 16:21:29","2023-11-01 01:05:47","2023-07-17 16:21:29","91-107","","1","76","","Grazer Philos Stud","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/guerrero-fj/Zotero/storage/5ILMN8L7/Löwe and Müller - 2008 - MATHEMATICAL KNOWLEDGE IS CONTEXT DEPENDENT.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYB42ZGG","bookSection","2017","Bonderup-Dohn, Nina","2.5 Knowledge as situated and context-dependent – Epistemological concerns","Epistemological concerns: querying the learning field from a philosophical point of view","","","","https://dohn.sdu.dk/knowledge-as-knowledge-in-practice/knowledge-as-situated-and-context-dependent/","Inherent in the contentions that knowledge is an action-oriented perspective and that ‘know how’ involves a tacit feel for ‘how to go on’ present in the doing itself is the thesis that knowledge is only fully realized in its enactment in practice. A corollary of this thesis is that knowledge takes on form and content from the situation in which it is enacted, i.e. that it is situated and context-dependent. I argue this point at some length in Article 5 where I corroborate the theoretical Wittgensteinian-cum-phenomenological analysis with empirical evidence supplied by research within the fields of distributed cognition (Hutchins, 1993; Hutchins & Klausen, 1996) and situated learning theory (Lave, 1988; Lave & Wenger, 1991; Nielsen & Kvale, 2003; Wenger, 1998). Further examples are discussed in Articles 3, 7 and 10, dealing, respectively, with student understanding of physics and philosophy aspects of quantum mechanics; with the ‘knowledge and skills’ required in the PISA surveys; and with the competence demands placed on students when the user-generated, dynamic practices of Web 2.0 are introduced as learning activities within education. In Articles 7 and 10, my argument centers on the way requirement characteristics at the activity-framing context level delimit and to some extent determine (or create tensions concerning) what in the given situation will count as an appropriate way to let the requirement characteristics at the activity-internal context level frame the ones at the domain-internal level. My discussion of the example in Article 3, conversely, focuses on the domain-internal level, more particularly on the different domain-internal requirement characteristics of physics and philosophy which result in different answers to questions of relevance and significance – even of truth – concerning specific statements about quantum mechanics. In all three articles the point is that any given situation poses a certain complex of demands on the person acting in it and that acting knowledgeably precisely is to let one’s actions be formed and given content by this complex of demands.","2017-09-21","2023-07-17 16:14:24","2023-10-31 18:47:37","2023-07-17 16:14:24","","","","","","","","","","","","University of Southern Denmark","Denmark","en-US","","","","","","","","","/Users/guerrero-fj/Zotero/storage/IYLHTR9A/knowledge-as-situated-and-context-dependent.html","","","","","","","","","","","","","","","","","","","","","","","First","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SEWAIJK","journalArticle","2021","Cohen-Salgado, Daniel; García-Frapolli, Eduardo; Mora, Francisco; Crick, Florence","How does social capital shape the response to environmental disturbances at the local level? Evidence from case studies in Mexico","International Journal of Disaster Risk Reduction","","2212-4209","10.1016/j.ijdrr.2020.101951","https://www.sciencedirect.com/science/article/pii/S2212420920314539","Even though there is an increasing recognition of the importance of supporting local level adaptation to disasters associated to climate change, it is still not fully understood how communities cope with them. In particular, a key dimension that is less well understood is the importance of social capital and the role it plays in enabling communities to respond. This research aims to address this gap through a case study with two semi-coastal communities in Mexico that have being hit by hurricanes recently. Structured and semi-structured interviews were carried out to collect data, which was analyzed through an interpretive approach. Network analysis was also carried out to explain the role of the different actors in the response to disturbances as hurricanes and the possible relationship with social capital. Results showed that social capital is relevant for coping with hurricanes; although bonding relationships were acknowledged as the most relevant for supporting when these events occur; linking relationships were also recognized as fundamental, particularly for responses on the long term (productive diversification, improvements in infrastructure). These findings are useful for designing better-fitted schemes towards adaptation, as one of the communities showed more vulnerability due to an absence of links with external actors. Also, it demonstrates that climate change research with different approaches, such as network analysis, is fundamental to get more in-depth data to design context specific strategies to cope with disasters associated to this phenomenon.","2021-01-01","2023-07-17 16:11:36","2023-07-17 16:11:36","2023-07-17 16:11:36","101951","","","52","","International Journal of Disaster Risk Reduction","How does social capital shape the response to environmental disturbances at the local level?","","","","","","","en","","","","","ScienceDirect","","","","/Users/guerrero-fj/Zotero/storage/9PB4BUIS/S2212420920314539.html","","","Hurricanes; Network analysis; Adaptation; Disasters; Social capital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEP3WH8N","journalArticle","2021","Voter, Carolyn B.; Guerrero-Bolaño, Francisco J.; Latzka, Alexander W.; Maitland, Bryan M.; Hauxwell, Jennifer A.","Adaptable University-Agency Early-Career Fellowship Program Creates a Win-Win-Win for Wisconsin's Waters","Journal of Contemporary Water Research & Education","","1936-704X","10.1111/j.1936-704X.2021.3365.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1936-704X.2021.3365.x","Many of today's water resources challenges are wicked problems, demanding innovative solutions across the science-policy-management nexus. Simultaneously, early-career researchers in water resources face a shifting professional landscape in which academic career paths are sparse but where versatile skill sets relevant to water resources issues in governments, non-governmental organizations, and the private sector are in high demand. Here, we describe an adaptable fellowship model that has proven to be a “win-win-win” for early-career researchers, government agencies, and universities tackling wicked water resources challenges in Wisconsin, USA. The fellowship program recruits post-masters and post-doctoral fellows to lead research on a water resources challenge identified as a high priority by a government agency partner. Fellows receive mentorship from both academic and agency mentors and co-produce actionable knowledge. Costs and administrative responsibilities are shared by the university (Sea Grant/Water Resources Institute) and the host agency. Since its inception in 2015, this program has trained 24 fellows across 11 host programs on issues that range from highly quantitative water quality and hydrogeological questions to qualitative assessments of fisheries management and coastal hazards. In this arrangement, fellows receive collaborative and cross-disciplinary training that prepares them well for diverse career paths, government agencies benefit from new knowledge targeted at pressing water resources management questions, and university institutions accomplish their missions of training researchers and developing actionable knowledge. We describe this model's applicability to other regions and institutions. Ultimately, this type of program benefits society by building long-term capacity for collaboration which addresses wicked water problems.","2021","2023-07-17 16:10:36","2023-07-17 16:10:36","2023-07-17 16:10:36","139-154","","1","174","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1936-704X.2021.3365.x","","/Users/guerrero-fj/Zotero/storage/QM5MWQVB/j.1936-704X.2021.3365.html; /Users/guerrero-fj/Zotero/storage/44LKR9EY/Voter et al. - 2021 - Adaptable University-Agency Early-Career Fellowshi.pdf","","","professional development; actionable science; wicked water problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NWX7IP3","journalArticle","2020","Beck, Marcus W.; O’Hara, Casey; Lowndes, Julia S. Stewart; Mazor, Raphael D.; Theroux, Susanna; Gillett, David J.; Lane, Belize; Gearheart, Gregory","The importance of open science for biological assessment of aquatic environments","PeerJ","","2167-8359","10.7717/peerj.9539","https://peerj.com/articles/9539","Open science principles that seek to improve science can effectively bridge the gap between researchers and environmental managers. However, widespread adoption has yet to gain traction for the development and application of bioassessment products. At the core of this philosophy is the concept that research should be reproducible and transparent, in addition to having long-term value through effective data preservation and sharing. In this article, we review core open science concepts that have recently been adopted in the ecological sciences and emphasize how adoption can benefit the field of bioassessment for both prescriptive condition assessments and proactive applications that inform environmental management. An example from the state of California demonstrates effective adoption of open science principles through data stewardship, reproducible research, and engagement of stakeholders with multimedia applications. We also discuss technical, sociocultural, and institutional challenges for adopting open science, including practical approaches for overcoming these hurdles in bioassessment applications.","2020-07-20","2023-07-17 16:10:17","2023-07-17 16:10:17","2023-07-17 16:10:17","e9539","","","8","","PeerJ","","","","","","","","en","","","","","peerj.com","","Publisher: PeerJ Inc.","","/Users/guerrero-fj/Zotero/storage/5S4H95NH/Beck et al. - 2020 - The importance of open science for biological asse.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMRZ5MMG","journalArticle","2023","Pruim, Randall; Gîrjău, Maria-Cristiana; Horton, Nicholas J.","Fostering Better Coding Practices for Data Scientists","Harvard Data Science Review","","2644-2353, 688-8513","10.1162/99608f92.97c9f60f","https://hdsr.mitpress.mit.edu/pub/8wsiqh1c/release/2","Many data science students and practitioners are reluctant to adopt good coding practices as long as the code ‘works.’ However, code standards are an important part of modern data science practice, and they play an essential role in the development of data acumen. Good coding practices lead to more reliable code and save more time than they cost, making them important even for beginners. We believe that principled coding is vital for quality data science practice. To effectively instill these practices within academic programs, instructors and programs need to begin establishing these practices early, to reinforce them often, and to hold themselves to a higher standard while guiding students. We describe key aspects of good coding practices for data science, illustrating with examples in R and in Python, though similar standards are applicable to other software environments. Practical coding guidelines are organized into a top ten list.","2023-07-27","2023-09-05 01:57:29","2023-09-05 01:57:29","2023-09-05 01:57:29","","","3","5","","","","","","","","","","en","","","","","hdsr.mitpress.mit.edu","","","","/Users/guerrero-fj/Zotero/storage/6GHVS44I/Pruim et al. - 2023 - Fostering Better Coding Practices for Data Scienti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTIJEJM3","journalArticle","2022","Grayson, Kristine L.; Hilliker, Angela K.; Wares, Joanna R.","R Markdown as a dynamic interface for teaching: Modules from math and biology classrooms","Mathematical Biosciences","","0025-5564","10.1016/j.mbs.2022.108844","https://www.sciencedirect.com/science/article/pii/S0025556422000499","Advancing technologies, including interactive tools, are changing classroom pedagogy across academia. Here, we discuss the R Markdown interface, which allows for the creation of partial or complete interactive classroom modules for courses using the R programming language. R Markdown files mix sections of R code with formatted text, including LaTeX, which are rendered together to form complete reports and documents. These features allow instructors to create classroom modules that guide students through concepts, while providing areas for coding and text response by students. Students can also learn to create their own reports for more independent assignments. After presenting the features and uses of R Markdown to enhance teaching and learning, we present examples of materials from two courses. In a Computational Modeling course for math students, we used R Markdown to guide students through exploring mathematical models to understand the principle of herd immunity. In a Data Visualization and Communication course for biology students, we used R Markdown for teaching the fundamentals of R programming and graphing, and for students to learn to create reproducible data investigations. Through these examples, we demonstrate the benefits of R Markdown as a dynamic teaching and learning tool.","2022-07-01","2023-09-05 01:55:37","2023-09-05 01:55:37","2023-09-05 01:55:37","108844","","","349","","Mathematical Biosciences","R Markdown as a dynamic interface for teaching","","","","","","","","","","","","ScienceDirect","","","","/Users/guerrero-fj/Zotero/storage/6T42BHKB/Grayson et al. - 2022 - R Markdown as a dynamic interface for teaching Mo.pdf; /Users/guerrero-fj/Zotero/storage/V2HKRW6H/S0025556422000499.html","","","Data visualization; Herd immunity; Pedagogy; R markdown; Teaching programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMJRKD2Y","journalArticle","2022","Dogucu, Mine; Çetinkaya-Rundel, Mine","Tools and Recommendations for Reproducible Teaching","Journal of Statistics and Data Science Education","","null","10.1080/26939169.2022.2138645","https://doi.org/10.1080/26939169.2022.2138645","It is recommended that teacher-scholars of data science adopt reproducible workflows in their research as scholars and teach reproducible workflows to their students. In this article, we propose a third dimension to reproducibility practices and recommend that regardless of whether they teach reproducibility in their courses or not, data science instructors adopt reproducible workflows for their own teaching. We consider computational reproducibility, documentation, and openness as three pillars of reproducible teaching framework. We share tools, examples, and recommendations for the three pillars.","2022-09-02","2023-09-05 01:55:21","2023-09-05 01:55:21","2023-09-05 01:55:21","251-260","","3","30","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/26939169.2022.2138645","","/Users/guerrero-fj/Zotero/storage/KV78TQLF/Dogucu and Çetinkaya-Rundel - 2022 - Tools and Recommendations for Reproducible Teachin.pdf","","","Computational reproducibility; Data science education; Open education; Teaching materials; Workflows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALTF5H8R","journalArticle","2001","Sørensen, Carsten; Lundh-Snis, Ulrika","Innovation through knowledge codification","Journal of Information Technology","","02683962","10.1080/026839600110054771","https://www.proquest.com/docview/216207626/abstract/A76C15298FAD4525PQ/1","Academics and business professionals are currently showing a significant interest in understanding the management of knowledge and the roles to be played therein by information and communication technology (ICT). This paper takes a closer look at one of the primary issues raised when supporting the management of knowledge: how to understand the role of knowledge classification and codification as means for further organizational learning and innovation. Two manufacturing cases are analysed using particular perspectives from current theories on classification, namely the management of knowledge and organizational innovation. It is concluded that a more complex understanding of the interplay between cognitive and community models for knowledge management as informed by research on the social processes of classification can inform our understanding of both the role of classification of knowledge for organizational innovation and the viability of providing ICT support based on codified knowledge.","2001-06","2023-11-01 01:15:11","2023-11-01 01:15:11","2023-11-01 01:15:11","83-97","","2","16","","","","","","","","","","English","Copyright (c) 2001 The Association for Information Technology Trust","","","","ProQuest","","Num Pages: 83-97 Place: London, United Kingdom Publisher: Sage Publications Ltd.","","/Users/guerrero-fj/Zotero/storage/ZG2ABSI5/Sørensen and Lundh-Snis - 2001 - Innovation through knowledge codification.pdf","","","Classification; Knowledge management; Library And Information Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24SYKKAX","journalArticle","1991","Brown, John Seely; Duguid, Paul","Organizational Learning and Communities-of-Practice: Toward a Unified View of Working, Learning, and Innovation","Organization Science","","1047-7039","","https://www.jstor.org/stable/2634938","Recent ethnographic studies of workplace practices indicate that the ways people actually work usually differ fundamentally from the ways organizations describe that work in manuals, training programs, organizational charts, and job descriptions. Nevertheless, organizations tend to rely on the latter in their attempts to understand and improve work practice. We examine one such study. We then relate its conclusions to compatible investigations of learning and of innovation to argue that conventional descriptions of jobs mask not only the ways people work, but also significant learning and innovation generated in the informal communities-of-practice in which they work. By reassessing work, learning, and innovation in the context of actual communities and actual practices, we suggest that the connections between these three become apparent. With a unified view of working, learning, and innovating, it should be possible to reconceive of and redesign organizations to improve all three.","1991","2023-11-01 01:20:57","2023-11-01 01:20:57","2023-11-01 01:20:57","40-57","","1","2","","","Organizational Learning and Communities-of-Practice","","","","","","","","","","","","JSTOR","","Publisher: INFORMS","","/Users/guerrero-fj/Zotero/storage/HEXY82CD/Brown and Duguid - 1991 - Organizational Learning and Communities-of-Practic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUVBG2G2","conferencePaper","2000","Robertson, M.; Sorensen, C.; Swan, J.","Facilitating knowledge creation with GroupWare: a case study of a knowledge intensive firm","Proceedings of the 33rd Annual Hawaii International Conference on System Sciences","","","10.1109/HICSS.2000.926616","https://ieeexplore.ieee.org/abstract/document/926616","Managing knowledge is a value creating process in most organisations and is particularly important in knowledge-intensive firms. This paper asks the question: how can GroupWare specifically facilitate processes of knowledge creation within knowledge intensive firms? Based on an analysis of an expert consultancy where e-mail is used successfully for information and knowledge search, and Lotus Notes is used with mixed results in project working, it is argued that the complexity of articulating the knowledge creation process can be reduced by using e-mail. Furthermore e-mail when considered in context is potentially a rich medium for the development of collective knowledge over time. It is also concluded that although distributed Lotus Notes databases can alleviate temporal and spatial complexity, this media lacks the richness required for complex processes of knowledge creation. Thus where temporal and spatial constraints do not exist, there will be substantial barriers for using GroupWare to support the knowledge creation process, in this type of knowledge-intensive firm.","2000-01","2023-11-01 01:24:25","2023-11-01 01:24:25","2023-11-01 01:24:25","9 pp.-","","","","","","Facilitating knowledge creation with GroupWare","","","","","","","","","","","","IEEE Xplore","","","","/Users/guerrero-fj/Zotero/storage/AZSKCH57/926616.html; /Users/guerrero-fj/Zotero/storage/B6BEZ5W7/Robertson et al. - 2000 - Facilitating knowledge creation with GroupWare a .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 33rd Annual Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
"JVDFXVIG","journalArticle","1995","Scarbrough, Harry","Blackboxes, Hostages and Prisoners","Organization Studies","","0170-8406","10.1177/017084069501600604","https://doi.org/10.1177/017084069501600604","This paper uses empirical evidence drawn from a sample of IT-based innova tion projects to examine theoretical models of the organization of technical knowledge. It suggests that Williamson's transaction cost account is incom plete, in that it fails to take account of the role of social action in communicat ing technical knowledge and organizing transactions. As an alternative model, it describes the 'strategies of social closure' developed by IT experts to achieve effective knowledge trading and a mutually acceptable division of the eco nomic gains of innovation. Empirical data is used to describe three such strat egies : 'blackboxing', 'hostage' and 'prisoner' strategies.","1995-11-01","2023-11-01 01:33:39","2023-11-01 01:33:39","2023-11-01 01:33:39","991-1019","","6","16","","","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications Ltd","","/Users/guerrero-fj/Zotero/storage/C5VA7GSS/Scarbrough1995.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TISJLGC2","report","1988","Brown, John Seely; Others, And","Situated Cognition and the Culture of Learning. Technical Report","","","","","https://eric.ed.gov/?id=ED342357","This paper explores the relationship between the concept of cognitive apprenticeship and situated cognition and the social construction of knowledge. Cognitive apprenticeship is the enculturation of students into authentic practices through authentic activity and social interaction in a way similar to that which is evident--and evidently successful--in craft apprenticeship. Knowledge is not independent, but is fundamentally ""situated,"" being in part a product of the activity, context, and culture in which it is developed. A theory of situated learning calls for learning and teaching methods which take this into account, in contrast to traditional methods which overlook the central, but restrictive, contribution made by the activities, context, and culture of schools to what is  learned there. Two examples of mathematics teaching that exhibit important features of this approach are examined. (4 figures, 42 references) (EW)","1988-12","2023-11-01 01:40:28","2023-11-01 01:40:28","2023-11-01 01:40:28","","","","","","","","","","","","","","en","","","","","ERIC","","ERIC Number: ED342357","","/Users/guerrero-fj/Zotero/storage/6RWBZLY9/Brown and Others - 1988 - Situated Cognition and the Culture of Learning. Te.pdf","","","Cognitive Processes; Cooperative Learning; Educational Environment; Elementary Education; Epistemology; Group Dynamics; Higher Education; Learning Activities; Learning Theories; Mathematics Instruction; Problem Solving; Teaching Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDDTHQ6P","journalArticle","1984","Daft, Richard L.; Weick, Karl E.","Toward a Model of Organizations as Interpretation Systems","The Academy of Management Review","","0363-7425","10.2307/258441","https://www.jstor.org/stable/258441","A comparative model of organizations as interpretation systems is proposed. The model describes four interpretation modes: enacting, discovering, undirected viewing, and conditioned viewing. Each mode is determined by (1) management's beliefs about the environment and (2) organizational intrusiveness. Interpretation modes are hypothesized to be associated with organizational differences in environmental scanning, equivocality reduction, strategy, and decision making.","1984","2023-11-01 01:42:28","2023-11-01 01:42:28","2023-11-01 01:42:28","284-295","","2","9","","","","","","","","","","","","","","","JSTOR","","Publisher: Academy of Management","","/Users/guerrero-fj/Zotero/storage/2WDHELED/Daft and Weick - 1984 - Toward a Model of Organizations as Interpretation .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3B4C869S","journalArticle","1981","Feldman, Martha S.; March, James G.","Information in Organizations as Signal and Symbol","Administrative Science Quarterly","","0001-8392","10.2307/2392467","https://www.jstor.org/stable/2392467","Formal theories of rational choice suggest that information about the possible consequences of alternative actions will be sought and used only if the precision, relevance, and reliability of the information are compatible with its cost. Empirical studies of information in organizations portray a pattern that is hard to rationalize in such terms. In particular, organizations systematically gather more information than they use, yet continue to ask for more. We suggest that this behavior is a consequence of some ways in which organizational settings for information use differ from those anticipated in a simple decision-theory vision. In particular, the use of information is embedded in social norms that make it highly symbolic. Some of the implications of such a pattern of information use are discussed.","1981","2023-11-01 01:45:25","2023-11-01 01:45:25","2023-11-01 01:45:25","171-186","","2","26","","","","","","","","","","","","","","","JSTOR","","Publisher: [Sage Publications, Inc., Johnson Graduate School of Management, Cornell University]","","/Users/guerrero-fj/Zotero/storage/X963H2FW/Feldman and March - 1981 - Information in Organizations as Signal and Symbol.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEA6C7R2","journalArticle","1984","Gioia, Dennis A.; Poole, Peter P.","Scripts in Organizational Behavior","The Academy of Management Review","","0363-7425","10.2307/258285","https://www.jstor.org/stable/258285","The concept of a ""script"" is presented as a framework for understanding the cognitive dynamics underlying many organizational behaviors and actions. A script is a schematic knowledge structure held in memory that specifies behavior or event sequences that are appropriate for specific situations. ""Script processing"" is the performance of the behaviors or events contained in the knowledge structure. Many facets of organizational behavior can be effectively described, analyzed, and understood by using the script concept and processing notion.","1984","2023-11-01 01:52:52","2023-11-01 01:52:52","2023-11-01 01:52:52","449-459","","3","9","","","","","","","","","","","","","","","JSTOR","","Publisher: Academy of Management","","/Users/guerrero-fj/Zotero/storage/JGFIY4AB/Gioia and Poole - 1984 - Scripts in Organizational Behavior.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
